,val_loss,val_acc,loss,acc
0,0.25059577929122107,0.8742857209273747,0.38919636470584656,0.8144078236505371
1,0.36481617536794925,0.8800000063010625,0.3125047784294399,0.8792682991522115
2,0.20545648035227454,0.9371428608894348,0.2909381796023187,0.9060975663909098
3,0.2968750770835738,0.9257142901420593,0.27853545825041137,0.9109756148806433
4,0.2926508996860191,0.8914285778999329,0.29389958529521587,0.8939024451665762
5,0.2551303476422744,0.9017341090420078,0.2501058889933031,0.9000000059604645
6,0.22717492894402572,0.9142857193946838,0.2565127839332091,0.9109756150623647
7,0.2263979174117724,0.9200000047683716,0.23474985624508898,0.9084249137012659
8,0.1803715453233703,0.9485714316368103,0.20134201684339398,0.9317073211437319
9,0.11441581958871601,0.9600000023841858,0.25182938749413025,0.9256097605315651
