,val_loss,val_acc,loss,acc
0,0.38513370981173856,0.822857152564185,0.45453906345476464,0.8000000093768282
1,0.3196331967732736,0.8857142925262451,0.36618875371712467,0.8402439113252047
2,0.3051800770418985,0.8857142925262451,0.37659344114022464,0.8378048868077558
3,0.23334796535117286,0.908571434020996,0.3015213207291554,0.8827838889699571
4,0.19746484191023878,0.9371428608894348,0.29903142187681736,0.8829268354286508
5,0.2872435993628006,0.8959537625657341,0.26911326583809214,0.9085365906357765
6,0.26038536945624013,0.908571434020996,0.2943652036282867,0.902439029569306
7,0.27180422783297087,0.9142857193946838,0.23616819478994197,0.9268292722905555
8,0.1554104883223772,0.954285717010498,0.2851658186222704,0.9242979285553989
9,0.17353798069858126,0.9428571462631226,0.2908372195559467,0.8963414690479999
