,val_loss,val_acc,loss,acc
0,0.32985230179204206,0.8628571501799992,0.3775740938667363,0.8304878129828267
1,0.27415591749761786,0.9257142901420593,0.3070156915367456,0.900000005778743
2,0.32743268139726883,0.8571428656578064,0.2942944897861197,0.8975609811704334
3,0.168261740001617,0.9428571462631226,0.2589293451253137,0.9121951266396336
4,0.24307156981916966,0.9428571462631226,0.2713957307277646,0.8986569043699202
5,0.2665873702899472,0.9075144563796204,0.25958403619006276,0.9097561025764884
6,0.45452510798309376,0.908571434020996,0.23963684085599266,0.9207317118601102
7,0.31673263098107,0.8685714364051819,0.2442194722612904,0.9182926877969648
8,0.11975967429295581,0.9485714316368103,0.24412810548380726,0.9231707361049768
9,0.17245096493560205,0.9371428608894348,0.19999225193944536,0.9255189296308455
