,val_loss,val_acc,loss,acc
0,0.40237020828894204,0.8114285818168095,0.5626777417602993,0.7289377411825171
1,0.427981996057289,0.8400000069822584,0.425641938589695,0.7743902549874492
2,0.29632423222064974,0.8457142949104309,0.4069710768073891,0.8256097649473969
3,0.31274934424353495,0.8571428639548165,0.41099322381679243,0.8170731797269205
4,0.30438075608440807,0.8857142925262451,0.39620883934620044,0.830487814254877
5,0.2915038267807292,0.8670520301843654,0.3524569837552518,0.8597561048298348
6,0.32009040085332735,0.8914285770484379,0.3410993733978546,0.8573170807666894
7,0.3037052417706166,0.8971428624221257,0.2980195827691293,0.8939024446214118
8,0.33172699300755215,0.908571434020996,0.2690812252618432,0.9036585421460431
9,0.30116253342878607,0.9200000047683716,0.2996058496671103,0.8681318756279346
