,val_loss,val_acc,loss,acc
0,0.2880049303706203,0.9028571486473084,0.415226867632577,0.8451219589971914
1,0.2864638339195933,0.9142857193946838,0.2796984562127164,0.9097561029399314
2,0.337507259153894,0.8971428632736206,0.29246260998717744,0.9146341514296648
3,0.22886877690574953,0.9028571486473084,0.3316201592168044,0.8963414688662785
4,0.1858670704731984,0.9200000047683716,0.2896691924759888,0.8986569046974182
5,0.3050513189916689,0.8786127239982516,0.23585813321560414,0.9048780542684765
6,0.25376252232651625,0.908571434020996,0.23569325280106745,0.908536590817498
7,0.2191517044657043,0.9257142901420593,0.2230933887858179,0.9378048814833164
8,0.2143892176981483,0.9314285755157471,0.22626789726691307,0.9268292724722769
9,0.15555258475859382,0.9257142901420593,0.21365403265541835,0.9340659379959106
