,val_loss,val_acc,loss,acc
0,0.39562267746244156,0.8114285818168095,0.5709885147104903,0.7243902551509985
1,0.3859755026442664,0.8114285809653146,0.41669761880286155,0.8278388364811374
2,0.3544058391026088,0.822857152564185,0.38141278034394105,0.8256097649473969
3,0.2938995385010328,0.8800000071525573,0.35143485197956426,0.8707317148403424
4,0.27233305860842977,0.8857142925262451,0.35708218490244914,0.8560975682808132
5,0.33719556917021903,0.8670520296675621,0.3133003792994182,0.8707317142043172
6,0.34610335072502496,0.8914285778999329,0.2726818407242784,0.9012195177194549
7,0.2963721694740733,0.9371428608894348,0.2404759026213447,0.9182926877969648
8,0.25964018758386376,0.908571434020996,0.303494678290629,0.9012195180828978
9,0.28454382124556493,0.8742857217788697,0.3053886538942291,0.9023199077782031
